   2.0660000e+03	   1.4220000e+00	   1.3060000e+00	
   2.1010000e+03	   1.4300000e+00	   1.3340000e+00	
   2.1380000e+03	   1.4320000e+00	   1.3640000e+00	
   2.1750000e+03	   1.4380000e+00	   1.3880000e+00	
   2.2140000e+03	   1.4420000e+00	   1.4180000e+00	
   2.2540000e+03	   1.4520000e+00	   1.4420000e+00	
   2.2960000e+03	   1.4540000e+00	   1.4780000e+00	
   2.3390000e+03	   1.4620000e+00	   1.5100000e+00	
   2.3840000e+03	   1.4700000e+00	   1.5500000e+00	
   2.4310000e+03	   1.4780000e+00	   1.5900000e+00	
   2.4800000e+03	   1.4840000e+00	   1.6360000e+00	
   2.5300000e+03	   1.4900000e+00	   1.6980000e+00	
   2.5830000e+03	   1.5040000e+00	   1.7480000e+00	
   2.6380000e+03	   1.5460000e+00	   1.7840000e+00	
   2.6950000e+03	   1.5980000e+00	   1.8220000e+00	
   2.7550000e+03	   1.6480000e+00	   1.8520000e+00	
   2.8180000e+03	   1.6900000e+00	   1.8820000e+00	
   2.8830000e+03	   1.7420000e+00	   1.9000000e+00	
   2.9520000e+03	   1.7760000e+00	   1.9180000e+00	
   3.0240000e+03	   1.8120000e+00	   1.9200000e+00	
   3.1000000e+03	   1.8300000e+00	   1.9160000e+00	
   3.1790000e+03	   1.8400000e+00	   1.9040000e+00	
   3.2630000e+03	   1.8240000e+00	   1.8780000e+00	
   3.3510000e+03	   1.7980000e+00	   1.8600000e+00	
   3.4440000e+03	   1.7660000e+00	   1.8460000e+00	
   3.5420000e+03	   1.7400000e+00	   1.8480000e+00	
   3.6470000e+03	   1.7160000e+00	   1.8620000e+00	
   3.7570000e+03	   1.6960000e+00	   1.9060000e+00	
   3.8750000e+03	   1.6740000e+00	   1.9360000e+00	
   4.0000000e+03	   1.6580000e+00	   1.9560000e+00	
   4.1330000e+03	   1.6360000e+00	   1.9580000e+00	
   4.2750000e+03	   1.6160000e+00	   1.9400000e+00	
   4.4280000e+03	   1.5620000e+00	   1.9040000e+00	
   4.5920000e+03	   1.4260000e+00	   1.8460000e+00	
   4.7690000e+03	   1.2420000e+00	   1.7960000e+00	
   4.9590000e+03	   9.1600000e-01	   1.8400000e+00	
   5.1660000e+03	   6.0800000e-01	   2.1200000e+00	
   5.3910000e+03	   4.0200000e-01	   2.5400000e+00	
   5.6360000e+03	   3.0600000e-01	   2.8800000e+00	
   6.5260000e+03	   1.6600000e-01	   3.1500000e+00	
   6.8880000e+03	   1.6000000e-01	   3.8000000e+00	
   7.2930000e+03	   1.6400000e-01	   4.3500000e+00	
   7.7490000e+03	   1.7400000e-01	   4.8600000e+00	
   8.2660000e+03	   1.8800000e-01	   5.3900000e+00	
   8.8560000e+03	   2.1000000e-01	   5.8800000e+00	
   9.5370000e+03	   2.3600000e-01	   6.4700000e+00	
   1.0330000e+04	   2.7200000e-01	   7.0700000e+00	
   1.1270000e+04	   3.1200000e-01	   7.9300000e+00	
   1.2400000e+04	   3.7200000e-01	   8.7700000e+00	
   1.2650000e+04	   3.8900000e-01	   8.0900000e+00	
   1.2910000e+04	   4.0300000e-01	   8.2500000e+00	
   1.3190000e+04	   4.1900000e-01	   8.4200000e+00	
   1.3840000e+04	   4.3600000e-01	   8.5900000e+00	
   1.3780000e+04	   4.5400000e-01	   8.7700000e+00	
   1.4090000e+04	   4.7300000e-01	   8.9600000e+00	
   1.4420000e+04	   4.9300000e-01	   9.1500000e+00	
   1.4760000e+04	   5.1500000e-01	   9.3600000e+00	
   1.5120000e+04	   5.3700000e-01	   9.5800000e+00	
   1.5500000e+04	   5.5900000e-01	   9.8100000e+00	
   1.5900000e+04	   5.8300000e-01	   1.0100000e+01	
   1.6310000e+04	   6.0900000e-01	   1.0300000e+01	
   1.6750000e+04	   6.3600000e-01	   1.0600000e+01	
   1.7220000e+04	   6.6500000e-01	   1.0900000e+01	
   1.7710000e+04	   6.9600000e-01	   1.1200000e+01	
   1.8230000e+04	   7.3000000e-01	   1.1500000e+01	
   1.8790000e+04	   7.6700000e-01	   1.1900000e+01	
   1.9370000e+04	   8.0700000e-01	   1.2200000e+01	
   2.0000000e+04	   8.5000000e-01	   1.2600000e+01	
   2.0660000e+04	   8.9600000e-01	   1.3000000e+01	
   2.1380000e+04	   9.4700000e-01	   1.3400000e+01	
   2.2140000e+04	   1.0020000e+00	   1.3900000e+01	
   2.2960000e+04	   1.0630000e+00	   1.4400000e+01	
   2.3840000e+04	   1.1300000e+00	   1.4900000e+01	
   2.4800000e+04	   1.2050000e+00	   1.5500000e+01	
   2.5830000e+04	   1.2870000e+00	   1.6100000e+01	
   2.6950000e+04	   1.3790000e+00	   1.6800000e+01	
   2.8180000e+04	   1.4820000e+00	   1.7500000e+01	
   2.9520000e+04	   1.5980000e+00	   1.8300000e+01	
   3.1000000e+04	   1.7280000e+00	   1.9200000e+01	
   3.1790000e+04	   1.8000000e+00	   1.9700000e+01	
   3.2630000e+04	   1.8760000e+00	   2.0200000e+01	
   3.3510000e+04	   1.9580000e+00	   2.0700000e+01	
   3.4440000e+04	   2.0460000e+00	   2.1300000e+01	
   3.5420000e+04	   2.1410000e+00	   2.1900000e+01	
   3.6470000e+04	   2.2420000e+00	   2.2500000e+01	
   3.7570000e+04	   2.3520000e+00	   2.3100000e+01	
   3.8750000e+04	   2.4710000e+00	   2.3900000e+01	
   4.0000000e+04	   2.6000000e+00	   2.4600000e+01	
   4.1330000e+04	   2.7490000e+00	   2.5400000e+01	
