12000,1.5717
11990,1.5717
11980,1.5717
11970,1.5717
11960,1.5717
11950,1.5717
11940,1.5717
11930,1.5717
11920,1.5717
11910,1.5717
11900,1.5717
11890,1.5717
11880,1.5717
11870,1.5717
11860,1.5717
11850,1.5717
11840,1.5717
11830,1.5717
11820,1.5717
11810,1.5717
11800,1.5717
11790,1.5717
11780,1.5717
11770,1.5717
11760,1.5717
11750,1.5717
11740,1.5717
11730,1.5717
11720,1.5717
11710,1.5717
11700,1.5717
11690,1.5717
11680,1.5717
11670,1.5717
11660,1.5717
11650,1.5717
11640,1.5717
11630,1.5717
11620,1.5717
11610,1.5717
11600,1.5717
11590,1.5717
11580,1.5717
11570,1.5717
11560,1.5717
11550,1.5717
11540,1.5717
11530,1.5717
11520,1.5717
11510,1.5717
11500,1.5717
11490,1.5717
11480,1.5717
11470,1.5717
11460,1.5717
11450,1.5717
11440,1.5717
11430,1.5717
11420,1.5717
11410,1.5717
11400,1.5717
11390,1.5717
11380,1.5717
11370,1.5717
11360,1.5717
11350,1.5717
11340,1.5717
11330,1.5717
11320,1.5717
11310,1.5717
11300,1.5717
11290,1.5717
11280,1.5717
11270,1.5717
11260,1.5717
11250,1.5717
11240,1.5717
11230,1.5717
11220,1.5717
11210,1.5717
11200,1.5717
11190,1.5717
11180,1.5717
11170,1.5717
11160,1.5717
11150,1.5717
11140,1.5717
11130,1.5717
11120,1.5717
11110,1.5717
11100,1.5717
11090,1.5717
11080,1.5717
11070,1.5717
11060,1.5717
11050,1.5717
11040,1.5717
11030,1.5717
11020,1.5717
11010,1.5717
11000,1.5717
10990,1.5717
10980,1.5717
10970,1.5717
10960,1.5717
10950,1.5717
10940,1.5717
10930,1.5717
10920,1.5717
10910,1.5717
10900,1.5717
10890,1.5717
10880,1.5717
10870,1.5717
10860,1.5717
10850,1.5717
10840,1.5717
10830,1.5717
10820,1.5717
10810,1.5717
10800,1.5717
10790,1.5717
10780,1.5717
10770,1.5717
10760,1.5717
10750,1.5717
10740,1.5717
10730,1.5717
10720,1.5717
10710,1.5717
10700,1.5717
10690,1.5717
10680,1.5717
10670,1.5717
10660,1.5717
10650,1.5717
10640,1.5717
10630,1.5717
10620,1.5717
10610,1.5717
10600,1.5717
10590,1.5717
10580,1.5717
10570,1.5717
10560,1.5717
10550,1.5717
10540,1.5717
10530,1.5717
10520,1.5717
10510,1.5717
10500,1.5717
