24800	4.296217	0.239628
22540	4.25683	0.277446
20660	4.246292	0.306921
19070	4.24	0.318
17710	4.234562	0.336001
16530	4.236651	0.347745
15500	4.244765	0.363657
14590	4.253906	0.378644
13780	4.264161	0.391465
13050	4.279757	0.397716
12400	4.291269	0.429142
11810	4.310139	0.461103
11270	4.338195	0.48839
10780	4.370868	0.517698
10330	4.405819	0.551319
9919	4.437383	0.599035
9537	4.459386	0.671773
9184	4.477665	0.753496
8856	4.500512	0.82227
8551	4.534009	0.861246
8266	4.569341	0.8878
7999	4.597536	0.921484
7749	4.612091	0.974962
7514	4.613894	1.040942
7293	4.599693	1.117023
7085	4.569008	1.19929
6888	4.526126	1.282308
6702	4.470799	1.353609
6525	4.407166	1.408431
6358	4.342639	1.449091
6199	4.297949	1.477941
6048	4.278185	1.498128
5904	4.279026	1.51356
5767	4.287198	1.529764
5636	4.297541	1.550302
5510	4.308077	1.578399
5391	4.319899	1.620754
5276	4.332042	1.678023
5166	4.342818	1.74832
5061	4.349059	1.825656
4959	4.349502	1.907683
4862	4.343352	1.991778
4769	4.330346	2.073388
4679	4.310027	2.152733
4592	4.283469	2.234668
4509	4.254369	2.331387
4428	4.222263	2.444687
4350	4.180344	2.571944
4275	4.115867	2.705846
4203	4.025058	2.840669
4133	3.914747	2.965897
4065	3.797623	3.06928
3999	3.681792	3.143993
3936	3.571004	3.198195
3875	3.466829	3.244049
3815	3.369927	3.291107
3757	3.273472	3.334024
3701	3.170108	3.365759
3647	3.053079	3.379351
3594	2.923223	3.380421
3542	2.782469	3.374288
3493	2.633406	3.367484
3444	2.482348	3.350296
3397	2.335586	3.314617
3351	2.20005	3.250861
3306	2.078836	3.170839
3263	1.974648	3.086122
3220	1.889454	3.009748
3179	1.822708	2.94219
3139	1.772924	2.883456
3100	1.737523	2.832176
3061	1.711332	2.785465
3024	1.687293	2.737973
2988	1.659946	2.686035
2952	1.629861	2.632578
2917	1.600709	2.584374
2883	1.575526	2.54506
2850	1.55529	2.512217
2818	1.541998	2.478218
2786	1.536106	2.439258
2755	1.536696	2.395422
2725	1.539009	2.351173
2695	1.540665	2.308574
2666	1.540735	2.268314
2638	1.540003	2.230786
2610	1.5383	2.196623
2583	1.535133	2.166517
2556	1.530308	2.141082
2530	1.523365	2.12046
2505	1.51356	2.104233
2480	1.499011	2.090213
2455	1.479189	2.077263
2431	1.455103	2.064214
2407	1.431384	2.049397
2384	1.409814	2.031674
2362	1.390296	2.011237
2339	1.369661	1.990492
2317	1.347222	1.970108
2296	1.323418	1.950178
2275	1.300062	1.930051
2254	1.277574	1.909706
2234	1.257197	1.889533
2214	1.240607	1.870228
2194	1.229679	1.852274
2175	1.223488	1.835649
2156	1.220171	1.820158
2138	1.219673	1.806077
2119	1.220253	1.792899
2101	1.219951	1.77999
2084	1.217089	1.766744
2066	1.210759	1.753364
2049	1.200023	1.740023
2033	1.183727	1.726683
2016	1.160757	1.713342
2000	1.13	1.7
