0	0	0.527318	0.592464	0.542884	0.632628	0.581318	0.562678	0.55845	0.674906	0.415282	0.612642	0.439496	0.650692	0.626094	0.445453	0.796935	0.683361	0.398948	0.714877	0.780408	0.845938	0.721411	0.770607	0.748315	0.822301	0.693931	0.759269	0.486001	0.730828	0.502336	0.813461	0.9426	0.859967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.025	0	0.527895	0.592464	0.557489	0.632436	0.581318	0.543076	0.562486	0.675098	0.41509	0.612642	0.445453	0.439496	0.650692	0.625902	0.398756	0.683361	0.795974	0.714877	0.770607	0.780408	0.721603	0.024598	0.822301	0.748507	0.693931	0.759077	0.485809	0.839597	0.851127	0.730828	0.502336	0.813461	0.942793	0.875341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.05	0	0.529624	0.557681	0.563446	0.591888	0.581126	0.543268	0.632436	0.047466	0.414706	0.445069	0.612642	0.43988	0.62571	0.650692	0.674329	0.398563	0.683361	0.793283	0.714685	0.780408	0.770607	0.693739	0.822109	0.721603	0.7487	0.758885	0.485617	0.834216	0.502336	0.730635	0.854586	0.640699	0.813461	0.873995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.075	0	0.532122	0.068413	0.558258	0.562678	0.543268	0.580934	0.444492	0.441225	0.632244	0.413937	0.625326	0.398179	0.61245	0.6505	0.589966	0.673753	0.683361	0.789248	0.714685	0.076484	0.821725	0.693354	0.780408	0.770607	0.7487	0.485233	0.721603	0.502528	0.758693	0.829219	0.730443	0.640507	0.813461	0.860543	0.871497	0.852856	0.796742	0.431233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.1	0	0.088591	0.55845	0.443724	0.543268	0.58055	0.535005	0.412976	0.397603	0.101274	0.589582	0.624941	0.632052	0.61245	0.650308	0.673561	0.683361	0.714301	0.502336	0.784059	0.820572	0.69297	0.770607	0.7487	0.484848	0.7585	0.721603	0.730059	0.86996	0.813269	0.85228	0.837483	0.796742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.125	0	0.125104	0.108	0.443916	0.558834	0.588044	0.543461	0.397026	0.411823	0.501183	0.624365	0.58055	0.61245	0.650116	0.631667	0.673561	0.532699	0.714109	0.683361	0.779639	0.692201	0.770415	0.484272	0.748507	0.758116	0.815575	0.721603	0.823646	0.729675	0.871305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.15	0	0.145858	0.127025	0.4443	0.559026	0.499453	0.543653	0.396065	0.563639	0.410478	0.58766	0.623788	0.612642	0.649924	0.634742	0.673753	0.631283	0.532315	0.713532	0.683361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.175	0	0.162577	0.145474	0.445069	0.544037	0.394912	0.559411	0.564407	0.408941	0.497916	0.623404	0.593233	0.649539	0.612642	0.635126	0.712764	0.531738	0.673945	0.683169	0.586507	0.630706	0.766764	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.2	0	0.176413	0.16373	0.44603	0.393567	0.544614	0.564792	0.407211	0.622827	0.400101	0.649155	0.682593	0.438151	0.58593	0.635318	0.711611	0.612834	0.593617	0.674329	0.531162	0.496571	0.629746	0.760999	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
0.225	0	0.18852	0.181602	0.446991	0.394336	0.545574	0.566137	0.405289	0.622443	0.681055	0.560564	0.58593	0.64877	0.710073	0.554799	0.436229	0.635511	0.613603	0.628977	0.674521	0.755233	0.530585	0.593617	0.228876	0.686244	0.768685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	   
