300.02	1.414576	0.351806
310.02	1.446481	0.365375
320.02	1.483497	0.367634
330.02	1.519224	0.356888
340.02	1.547588	0.335949
350.02	1.565925	0.310241
360.02	1.575105	0.284617
370.03	1.577659	0.261825
380.03	1.576124	0.242754
390.03	1.572390	0.227260
400.03	1.567668	0.214796
410.03	1.562663	0.204747
420.03	1.557758	0.196565
430.03	1.553141	0.189800
440.03	1.548890	0.184098
450.03	1.545018	0.179184
460.03	1.541505	0.174845
470.03	1.538309	0.170911
480.03	1.535376	0.167251
490.03	1.532641	0.163760
500.03	1.530031	0.160354
510.03	1.527464	0.156972
520.04	1.524844	0.153573
530.04	1.522067	0.150143
540.04	1.519018	0.146701
550.04	1.515581	0.143309
560.04	1.511652	0.140079
570.04	1.507160	0.137177
580.04	1.502101	0.134817
590.04	1.496562	0.133230
600.04	1.490737	0.132619
610.04	1.484911	0.133104
620.04	1.479408	0.134678
630.04	1.474528	0.137199
640.04	1.470481	0.140427
650.04	1.467359	0.144077
660.04	1.465146	0.147885
670.05	1.463749	0.151637
680.05	1.463037	0.155190
690.05	1.462869	0.158458
700.05	1.463116	0.161406
710.05	1.463669	0.164033
720.05	1.464442	0.166354
730.05	1.465368	0.168396
740.05	1.466398	0.170191
750.05	1.467499	0.171769
760.05	1.468645	0.173159
770.05	1.469820	0.174387
780.05	1.471012	0.175476
790.05	1.472216	0.176445
800.05	1.473426	0.177310
810.05	1.474641	0.178087
820.06	1.475861	0.178787
830.06	1.477086	0.179419
840.06	1.478317	0.179992
850.06	1.479556	0.180512
860.06	1.480805	0.180985
870.06	1.482065	0.181416
880.06	1.483340	0.181809
890.06	1.484630	0.182165
900.06	1.485939	0.182489
910.06	1.487269	0.182780
920.06	1.488622	0.183042
930.06	1.490000	0.183273
940.06	1.491405	0.183476
950.06	1.492840	0.183649
960.06	1.494306	0.183793
970.07	1.495806	0.183907
980.07	1.497342	0.183990
990.07	1.498915	0.184040
1000.07	1.500528	0.184058
1010.07	1.502182	0.184040
1020.07	1.503879	0.183984
1030.07	1.505622	0.183889
1040.07	1.507411	0.183752
1050.07	1.509249	0.183569
1060.07	1.511137	0.183338
1070.07	1.513077	0.183055
1080.07	1.515069	0.182715
1090.07	1.517116	0.182316
1100.07	1.519217	0.181851
1110.08	1.521375	0.181317
1120.08	1.523589	0.180707
1130.08	1.525860	0.180015
1140.08	1.528187	0.179236
1150.08	1.530571	0.178363
1160.08	1.533010	0.177388
1170.08	1.535503	0.176303
1180.08	1.538049	0.175102
1190.08	1.540643	0.173773
1200.08	1.543283	0.172310

